county_fips,county_nm,county_pop,total_bg_pop,pop_11,pop_12,pop_13,pop_21,pop_22,pop_23,pop_31,pop_32,pop_33,pop_41,pop_42,pop_43,urban_suburban_pop,rural_pop,urban_suburban_perc,rural_perc,metro_fips,metro_nm,city_name,city_pop,city_contains_small_urban,city_contains_mid_sized_urban,city_contains_large_urban,MSA_large_urban,MSA_mid_sized_urban,locale_type
18131,"Pulaski County, Indiana",12385,12441,,,,,,,,,,,4087.519277,8353.480723,0,12441,0,1,,,,,,,,0,0,Rural
18133,"Putnam County, Indiana",37567,37090.99999,,,,,,,,7950.835228,,5654.791274,23479.38838,5.985106349,0,29140.16476,0,0.785639772,,,,,,,,0,0,Rural
18135,"Randolph County, Indiana",24216,24424.99995,,,,,,,,2243.311921,,9652.405827,12491.65503,37.62717094,0,22181.68803,0,0.90815509,,,,,,,,0,0,Rural
18137,"Ripley County, Indiana",29227,29038.99999,,,,,,,,3621.159506,,3115.787961,15694.49593,6607.556587,0,25417.84048,0,0.875300131,,,,,,,,0,0,Rural
18139,"Rush County, Indiana",16847,16733.99999,,,,,,,,2662.131004,,4732.084324,9319.180187,20.60447745,0,14071.86899,0,0.840914844,,,,,,,,0,0,Rural
18141,"St. Joseph County, Indiana",272848,272573.9968,,99423.63367,46497.21154,86222.01841,0.556567343,,,,,29152.31467,11278.26197,,232143.4202,40430.57664,0.85167119,0.14832881,43780,"South Bend-Mishawaka, IN-MI","South Bend city, Indiana",103395,0,1,0,0,1,Mid-sized urban
18143,"Scott County, Indiana",24657,24467.99984,,,,,,,,4616.54693,,8962.957163,10888.49575,,0,19851.45291,0,0.811323077,,,,,,,,0,0,Rural
18145,"Shelby County, Indiana",45231,45103.99991,,,,,,11.57030773,,15532.19723,,16178.97304,13381.25934,,11.57030773,29560.23238,0.000256525,0.655379399,26900,"Indianapolis-Carmel-Greenwood, IN",,,,,,1,0,Rural
18147,"Spencer County, Indiana",19910,19870.99999,,,,,,,,,,3065.98255,16723.71566,81.30178085,0,19870.99999,0,1,,,,,,,,0,0,Rural
18149,"Starke County, Indiana",23206,23300,,,,,,,,,,,22552.59475,747.4052502,0,23300,0,1,,,,,,,,0,0,Rural
18151,"Steuben County, Indiana",34917,34647.99985,,,,,,,,7986.363961,,13423.30707,13081.11059,157.2182253,0,26661.63588,0,0.7695,,,,,,,,0,0,Rural
18153,"Sullivan County, Indiana",20757,20766.00001,,,,,,,,3805.079924,,3628.477112,12925.30356,407.1394135,0,16960.92009,0,0.816763945,45460,"Terre Haute, IN",,,,,,0,0,Rural
18155,"Switzerland County, Indiana",10019,9913.999998,,,,,,,,,,509.5980426,9283.195305,121.2066499,0,9913.999998,0,1,,,,,,,,0,0,Rural
18157,"Tippecanoe County, Indiana",188792,187398.9988,,,118122.2659,,32294.82148,,,,,30758.26434,6223.647082,,150417.0873,36981.91142,0.802656836,0.197343164,29200,"Lafayette-West Lafayette, IN","Lafayette city, Indiana",71216,1,0,0,0,0,Small urban
18159,"Tipton County, Indiana",15256,15328.99999,,,,,,23.91057511,3068.787545,2.315393034,,7552.132066,4681.854409,,23.91057511,12233.98648,0.001559826,0.798094232,26900,"Indianapolis-Carmel-Greenwood, IN",,,,,,1,0,Rural
18161,"Union County, Indiana",6973,7027.999999,,,,,,,,,,29.9062252,6998.093774,,0,7027.999999,0,1,,,,,,,,0,0,Rural
18163,"Vanderburgh County, Indiana",179810,179907.9984,,116272.5296,,,38979.65367,,,,,23863.88759,791.9275303,,155252.1833,24655.81512,0.862953202,0.137046798,21780,"Evansville, IN","Evansville city, Indiana",115332,0,1,0,0,1,Mid-sized urban
18165,"Vermillion County, Indiana",15417,15451.99906,,,,,,,4226.156436,0.011515008,,3957.329326,6734.237714,534.2640723,0,11225.83111,0,0.72649701,45460,"Terre Haute, IN",,,,,,0,0,Rural
18167,"Vigo County, Indiana",106153,106200.9996,,,53633.70194,,,13985.58931,,,,34758.35527,3823.353055,,67619.29125,38581.70832,0.636710497,0.363289503,45460,"Terre Haute, IN","Terre Haute city, Indiana",58502,1,0,0,0,0,Small urban
18169,"Wabash County, Indiana",30670,30900.99993,,,,,,,,11705.94754,,7188.62355,12006.42884,,0,19195.05239,0,0.621179005,,,,,,,,0,0,Rural
18171,"Warren County, Indiana",8518,8469,,,,,,,,,,124.8433025,8150.625587,193.5311107,0,8469,0,1,29200,"Lafayette-West Lafayette, IN",,,,,,0,0,Rural
18173,"Warrick County, Indiana",65867,64649.99958,,0.592048941,,,35593.94787,,3814.953114,,,18658.63003,6581.876513,,35594.53992,25240.50655,0.550572933,0.390417737,21780,"Evansville, IN",,,,,,0,1,Suburban
18175,"Washington County, Indiana",28205,28166.99999,,,,,,,,4143.365503,,5358.305207,18210.77026,454.5590177,0,24023.63449,0,0.852900007,31140,"Louisville/Jefferson County, KY-IN",,,,,,1,0,Rural
18177,"Wayne County, Indiana",66127,66376.99979,,,,,,,,33140.74854,,14979.43461,18256.81664,,0,33236.25125,0,0.500719396,,,,,,,,0,0,Small town
18179,"Wells County, Indiana",28555,28261.00007,,,,,,,,6396.102561,,8575.246602,13267.81327,21.83762812,0,21864.8975,0,0.773677416,23060,"Fort Wayne, IN",,,,,,1,0,Rural
18181,"White County, Indiana",24917,24708.99999,,,,,,,,5650.589432,,7657.343445,11401.06711,,0,19058.41056,0,0.771314524,,,,,,,,0,0,Rural
18183,"Whitley County, Indiana",34742,34387.99994,,,,36.76655111,,,6268.692171,,,11044.53694,17038.00427,,36.76655111,28082.54121,0.001069168,0.816637817,23060,"Fort Wayne, IN",,,,,,1,0,Rural
19001,"Adair County, Iowa",7389,7471,,,,,,,,,,,821.8599462,6649.140054,0,7471,0,1,,,,,,,,0,0,Rural
19003,"Adams County, Iowa",3544,3641,,,,,,,,,,,431.691863,3209.308137,0,3641,0,1,,,,,,,,0,0,Rural
19005,"Allamakee County, Iowa",14074,14038,,,,,,,,,3.00E-05,53.02938634,3757.302639,10227.66794,0,14037.99997,0,0.999999998,,,,,,,,0,0,Rural
19007,"Appanoose County, Iowa",12119,12241.99941,,,,,,,,,2718.784269,3886.080984,4199.5287,1437.605455,0,9523.21514,0,0.77791338,,,,,,,,0,0,Rural
19009,"Audubon County, Iowa",5534,5622,,,,,,,,,,,203.7463805,5418.253619,0,5622,0,1,,,,,,,,0,0,Rural
19011,"Benton County, Iowa",25796,25698,,,,,,,,1236.013611,,6038.439647,17191.14554,1232.401203,0,24461.98639,0,0.951902342,16300,"Cedar Rapids, IA",,,,,,0,1,Rural
19013,"Black Hawk County, Iowa",130471,130692.9996,,,89647.88604,,5367.916805,,,,,29711.88874,5965.307993,,95015.80284,35677.19674,0.727015243,0.272984757,47940,"Waterloo-Cedar Falls, IA","Waterloo city, Iowa",66606,1,0,0,0,0,Small urban
19015,"Boone County, Iowa",26590,26668.99957,,,0.001235486,,,6.180476687,9035.435464,,,5967.578806,11639.51031,20.29327384,6.181712173,17627.38239,0.000231794,0.660969016,11180,"Ames, IA",,,,,,0,0,Rural
19017,"Bremer County, Iowa",25307,25117.99999,,,,,,,,4004.602132,,7651.514568,13070.94089,390.9423952,0,21113.39786,0,0.840568432,47940,"Waterloo-Cedar Falls, IA",,,,,,0,0,Rural
19019,"Buchanan County, Iowa",20691,20644.99997,,,,,,,,2774.01379,,5853.035776,11642.56178,375.3886288,0,17870.98618,0,0.865632657,,,,,,,,0,0,Rural
19021,"Buena Vista County, Iowa",20567,20684,,,,,,,,,1811.533501,9951.551409,5596.680767,3324.234324,0,18872.4665,0,0.912418609,,,,,,,,0,0,Rural
19023,"Butler County, Iowa",14172,14301,,,,,,,,,,465.9896974,10249.7958,3585.214504,0,14301,0,1,,,,,,,,0,0,Rural
19025,"Calhoun County, Iowa",9763,9858,,,,,,,,,,,60.25743349,9797.742567,0,9858,0,1,,,,,,,,0,0,Rural
19027,"Carroll County, Iowa",20522,20676.99993,,,,,,,,,6818.120232,4019.690041,5481.742918,4357.446737,0,13858.8797,0,0.670255827,,,,,,,,0,0,Rural
19029,"Cass County, Iowa",13130,13115,,,,,,,,,2121.699093,4989.423235,3000.001207,3003.876462,0,10993.3009,0,0.838223477,,,,,,,,0,0,Rural
19031,"Cedar County, Iowa",18302,18427,,,,,,,,,,1644.962164,15925.62074,856.4170984,0,18427,0,1,,,,,,,,0,0,Rural
19033,"Cerro Gordo County, Iowa",42406,42785,,,,,,,,,19705.65857,16888.17475,4768.929923,1422.23676,0,23079.34143,0,0.539426001,,,,,,,,0,0,Rural
19035,"Cherokee County, Iowa",11605,11587,,,,,,,,,1382.617166,3911.38793,4019.136912,2273.85799,0,10204.38283,0,0.880675139,,,,,,,,0,0,Rural
19037,"Chickasaw County, Iowa",11658,11868,,,,,,,,,,,2740.564853,9127.435147,0,11868,0,1,,,,,,,,0,0,Rural
19039,"Clarke County, Iowa",9588,9690.000003,,,,,,,,2607.373415,,3449.72458,2973.818282,659.0837263,0,7082.626589,0,0.730921216,,,,,,,,0,0,Rural
19041,"Clay County, Iowa",16511,16446,,,,,,,,,8640.572185,3079.187021,3275.371004,1450.869787,0,7805.427812,0,0.474609499,,,,,,,,0,0,Small town
19043,"Clayton County, Iowa",16969,17069,,,,,,,,,7.104874315,706.6586925,5682.926635,10672.3098,0,17061.89513,0,0.999583756,,,,,,,,0,0,Rural
19045,"Clinton County, Iowa",46158,46382.99994,,,,,,,,22690.33426,,12554.55357,10960.96891,177.1431983,0,23692.66567,0,0.510804944,,,,,,,,0,0,Rural
19047,"Crawford County, Iowa",16013,16289,,,,,,,,,4820.748009,4130.856031,4465.776523,2871.619434,0,11468.25199,0,0.704048867,,,,,,,,0,0,Rural
19049,"Dallas County, Iowa",111092,104136.0001,,,19608.36587,37294.36722,,,912.8273311,3720.05765,,30348.41493,12251.9671,,56902.73309,42600.38203,0.546427105,0.409084101,19780,"Des Moines-West Des Moines, IA",,,,,,0,1,Suburban
19051,"Davis County, Iowa",9169,9127,,,,,,,,,,,1553.551641,7573.448359,0,9127,0,1,,,,,,,,0,0,Rural
19053,"Decatur County, Iowa",7665,7668.999998,,,,,,,,,,,243.936487,7425.063511,0,7668.999998,0,1,,,,,,,,0,0,Rural
19055,"Delaware County, Iowa",17600,17549,,,,,,,,2818.248018,,3560.760309,11018.77453,151.2171405,0,14730.75198,0,0.839406917,,,,,,,,0,0,Rural
19057,"Des Moines County, Iowa",38253,38596.99994,,,,,,,,,24497.58305,6336.593863,5139.767695,2623.055333,0,14099.41689,0,0.365298259,,,,,,,,0,0,Small town
19059,"Dickinson County, Iowa",18056,17843.99996,,,,,,,,,7497.994345,6094.29735,4052.040844,199.6674205,0,10346.00561,0,0.579803051,,,,,,,,0,0,Rural
19061,"Dubuque County, Iowa",98887,98947.99988,,,54736.40163,,,5214.221255,,,,20411.83125,18585.54575,,59950.62289,38997.37699,0.605880088,0.394119912,20220,"Dubuque, IA","Dubuque city, Iowa",58877,1,0,0,0,0,Small urban
19063,"Emmet County, Iowa",9229,9316.000033,,,,,,,,,2814.091367,3466.596748,1428.231484,1607.080435,0,6501.908666,0,0.697929223,,,,,,,,0,0,Rural
19065,"Fayette County, Iowa",19210,19393.00001,,,,,,,,2130.755707,,4308.037577,2588.071123,10366.13561,0,17262.24431,0,0.890127587,,,,,,,,0,0,Rural
19067,"Floyd County, Iowa",15326,15502,,,,,,,,,2710.797449,5574.597222,5221.43029,1995.175044,0,12791.20256,0,0.825132406,,,,,,,,0,0,Rural
19069,"Franklin County, Iowa",9875,9977,,,,,,,,,,29.66239762,900.3241813,9047.013421,0,9977,0,1,,,,,,,,0,0,Rural
19071,"Fremont County, Iowa",6458,6570.000003,,,,,,,,,1.858921413,269.8168497,5099.886072,1198.438159,0,6568.141081,0,0.999717059,,,,,,,,0,0,Rural
19073,"Greene County, Iowa",8584,8722,,,,,,,,,,,772.7372972,7949.262703,0,8722,0,1,,,,,,,,0,0,Rural
19075,"Grundy County, Iowa",12384,12352,,,,,,,,,,843.9235542,10509.40871,998.6677376,0,12352,0,1,47940,"Waterloo-Cedar Falls, IA",,,,,,0,0,Rural
19077,"Guthrie County, Iowa",10722,10646,,,,,,,,,,,3450.095897,7195.904103,0,10646,0,1,19780,"Des Moines-West Des Moines, IA",,,,,,0,1,Rural
19079,"Hamilton County, Iowa",14729,14892.99999,,,,,,,,3146.900376,,4949.672694,6457.696828,338.7300954,0,11746.09962,0,0.788699364,,,,,,,,0,0,Rural
19081,"Hancock County, Iowa",10615,10718,,,,,,,,,,125.7014622,4495.702921,6096.595616,0,10718,0,1,,,,,,,,0,0,Rural
19083,"Hardin County, Iowa",16463,16729,,,,,,,,,1505.588177,3512.83364,6884.771127,4825.807055,0,15223.41182,0,0.910001304,,,,,,,,0,0,Rural
19085,"Harrison County, Iowa",14670,14645,,,,,,,,,,140.0805494,8834.412052,5670.507399,0,14645,0,1,36540,"Omaha, NE-IA",,,,,,1,0,Rural
19087,"Henry County, Iowa",19547,20227.99999,,,,,,,,,5767.195167,4715.358337,8304.991775,1440.454713,0,14460.80483,0,0.71489049,,,,,,,,0,0,Rural
19089,"Howard County, Iowa",9376,9459,,,,,,,,,,,,9459,0,9459,0,1,,,,,,,,0,0,Rural
19091,"Humboldt County, Iowa",9500,9572.999965,,,,,,,,,1781.431675,4314.663289,2491.305308,985.5996929,0,7791.568291,0,0.813910824,,,,,,,,0,0,Rural
19093,"Ida County, Iowa",6833,6944,,,,,,,,,,,14.74062233,6929.259378,0,6944,0,1,,,,,,,,0,0,Rural
19095,"Iowa County, Iowa",16381,16547,,,,,,,,,,115.1350508,13822.44655,2609.418404,0,16547,0,1,,,,,,,,0,0,Rural
19097,"Jackson County, Iowa",19342,19428.99998,,,,,,,,3676.602394,,3110.495375,10040.33991,2601.562302,0,15752.39759,0,0.810767286,,,,,,,,0,0,Rural
19099,"Jasper County, Iowa",37919,37863.99919,,,,,,,,14235.87674,,3863.002586,19448.0352,317.0846636,0,23628.12245,0,0.624026066,19780,"Des Moines-West Des Moines, IA",,,,,,0,1,Rural
19101,"Jefferson County, Iowa",15440,15676,,,,,,,,,4557.154778,6101.620664,4587.27102,429.9535405,0,11118.84522,0,0.709290969,,,,,,,,0,0,Rural
19103,"Johnson County, Iowa",157528,154880.9994,,,70485.49245,,40189.8462,,,,,34332.0833,9873.57742,,110675.3386,44205.66072,0.714583061,0.285416939,26980,"Iowa City, IA","Iowa City city, Iowa",75678,1,0,0,0,0,Small urban
19105,"Jones County, Iowa",20900,20799,,,,,,,,2150.480725,,4022.898144,13102.88878,1522.732346,0,18648.51927,0,0.896606533,16300,"Cedar Rapids, IA",,,,,,0,1,Rural
19107,"Keokuk County, Iowa",9914,9964,,,,,,,,,,,1199.3489,8764.6511,0,9964,0,1,,,,,,,,0,0,Rural
19109,"Kossuth County, Iowa",14396,14610,,,,,,,,,2882.334987,3270.222068,3818.655035,4638.787911,0,11727.66501,0,0.802714922,,,,,,,,0,0,Rural
19111,"Lee County, Iowa",32565,33174.99981,,,,,,,,,14490.43949,8394.127573,8951.3798,1339.052945,0,18684.56032,0,0.56321207,,,,,,,,0,0,Rural
19113,"Linn County, Iowa",228972,229462.9993,,124239.141,,,44205.75589,,1708.885557,,,46311.49042,12997.7264,,168444.8969,59309.21682,0.734083044,0.258469631,16300,"Cedar Rapids, IA","Cedar Rapids city, Iowa",135958,0,1,0,0,1,Mid-sized urban
19115,"Louisa County, Iowa",10513,10710,,,,,,,,,,92.5915934,5321.546367,5295.862039,0,10710,0,1,,,,,,,,0,0,Rural
19117,"Lucas County, Iowa",8747,8685,,,,,,,,,,,191.2893933,8493.710607,0,8685,0,1,,,,,,,,0,0,Rural
19119,"Lyon County, Iowa",12324,12087,,,,,,,,,,97.92996695,8867.12144,3121.948593,0,12087,0,1,,,,,,,,0,0,Rural
19121,"Madison County, Iowa",16971,16759.99977,,,,,,,,3384.271423,,2830.867743,10099.45194,445.4086615,0,13375.72835,0,0.798074495,19780,"Des Moines-West Des Moines, IA",,,,,,0,1,Rural
19123,"Mahaska County, Iowa",21874,22045.00002,,,,,,,,8.97E-06,8705.538851,5782.950748,6713.431252,843.0791587,0,13339.46116,0,0.605101436,,,,,,,,0,0,Rural
19125,"Marion County, Iowa",33770,33550.99959,,,,,,,,10160.60381,,9033.413367,13614.02584,742.9565729,0,23390.39578,0,0.697159431,,,,,,,,0,0,Rural
19127,"Marshall County, Iowa",40014,39970.9998,,,,,,,,18683.14035,,9734.67311,11392.58904,160.5972984,0,21287.85945,0,0.532582611,,,,,,,,0,0,Rural
19129,"Mills County, Iowa",14633,14563,,,,,,,1713.133732,,,6585.807112,6180.865344,83.19381409,0,12849.86627,0,0.882363954,36540,"Omaha, NE-IA",,,,,,1,0,Rural
19131,"Mitchell County, Iowa",10518,10548,,,,,,,,,,,207.5700296,10340.42997,0,10548,0,1,,,,,,,,0,0,Rural
19133,"Monona County, Iowa",8493,8619.000001,,,,,,,,,,,1432.990481,7186.00952,0,8619.000001,0,1,,,,,,,,0,0,Rural
19135,"Monroe County, Iowa",7504,7546,,,,,,,,,,,274.4363175,7271.563683,0,7546,0,1,,,,,,,,0,0,Rural
19137,"Montgomery County, Iowa",10139,10253.99938,,,,,,,,2595.084225,,3221.327424,3140.722253,1296.865478,0,7658.915156,0,0.746919799,,,,,,,,0,0,Rural
19139,"Muscatine County, Iowa",42218,42734.99993,,,,,,,,19652.67104,,8158.528429,14923.80046,,0,23082.32889,0,0.540127037,,,,,,,,0,0,Rural
19141,"O'Brien County, Iowa",14012,14103.00001,,,,,,,,,2758.900892,2590.018527,2692.898275,6061.182313,0,11344.09912,0,0.804374893,,,,,,,,0,0,Rural
19143,"Osceola County, Iowa",5978,6114,,,,,,,,,,,736.9313831,5377.068617,0,6114,0,1,,,,,,,,0,0,Rural
19145,"Page County, Iowa",15014,15167.99995,,,,,,,,,4811.060295,5928.782464,4132.365501,295.7916893,0,10356.93965,0,0.682815117,,,,,,,,0,0,Rural
19147,"Palo Alto County, Iowa",8810,8902,,,,,,,,,,,158.885676,8743.114324,0,8902,0,1,,,,,,,,0,0,Rural
19149,"Plymouth County, Iowa",25722,25699.00001,,,0.034166882,,,,,4491.436517,,8738.875092,11672.40211,796.2521293,0.034166882,21207.52933,1.33E-06,0.825227803,,,,,,,,0,0,Rural
19151,"Pocahontas County, Iowa",6976,7040,,,,,,,,,,,23.57263365,7016.427366,0,7040,0,1,,,,,,,,0,0,Rural
19153,"Polk County, Iowa",505255,497440.9971,,205865.4421,45165.40494,174463.2527,,,440.9418424,,,64112.62714,7393.328306,,425494.0998,71505.95545,0.855365968,0.143747612,19780,"Des Moines-West Des Moines, IA","Des Moines city, Iowa",210381,0,1,0,0,1,Mid-sized urban
19155,"Pottawattamie County, Iowa",93179,93406.99943,40.22234803,,,64187.33351,,,,,,12347.65218,14738.91485,2092.876548,64227.55586,29179.44358,0.687609668,0.312390332,36540,"Omaha, NE-IA","Council Bluffs city, Iowa",62399,1,0,0,1,0,Suburban
19157,"Poweshiek County, Iowa",18453,18581.9999,,,,,,,,,4069.305322,5598.611595,2419.983522,6494.099464,0,14512.69458,0,0.781008215,,,,,,,,0,0,Rural
19159,"Ringgold County, Iowa",4642,4664,,,,,,,,,,,1.705070476,4662.294929,0,4664,0,1,,,,,,,,0,0,Rural
19161,"Sac County, Iowa",9686,9759,,,,,,,,,,,1163.228268,8595.771732,0,9759,0,1,,,,,,,,0,0,Rural
19163,"Scott County, Iowa",174270,174301.9995,,94119.52577,,44940.6614,,,,,,29816.37727,5425.435033,,139060.1872,35241.8123,0.797811773,0.202188227,19340,"Davenport-Moline-Rock Island, IA-IL","Davenport city, Iowa",100354,0,1,0,0,1,Mid-sized urban
19165,"Shelby County, Iowa",11806,11756.99997,,,,,,,,2460.666415,,1609.951364,5572.853659,2113.528533,0,9296.333557,0,0.790706267,,,,,,,,0,0,Rural
19167,"Sioux County, Iowa",36246,35983.9995,,,,,,,,4117.038208,6569.808139,6818.158238,13988.7413,4490.253623,0,25297.15316,0,0.703011158,,,,,,,,0,0,Rural
19169,"Story County, Iowa",98566,98591.99829,,,57821.87885,,,661.070714,1461.160209,,,21780.89824,16866.99028,,58482.94956,38647.88852,0.593181501,0.391998227,11180,"Ames, IA","Ames city, Iowa",65686,1,0,0,0,0,Small urban
19171,"Tama County, Iowa",16833,16982,,,,,,,,829.7717996,,5009.808598,10612.86411,529.5554908,0,16152.2282,0,0.951138158,,,,,,,,0,0,Rural
19173,"Taylor County, Iowa",5924,5901,,,,,,,,,,,493.4698466,5407.530153,0,5901,0,1,,,,,,,,0,0,Rural
19175,"Union County, Iowa",11906,12037.99998,,,,,,,,,4399.64399,3649.798276,2589.338083,1399.219636,0,7638.355995,0,0.634520353,,,,,,,,0,0,Rural
19177,"Van Buren County, Iowa",7266,7236,,,,,,,,,,,826.3732474,6409.626752,0,7236,0,1,,,,,,,,0,0,Rural
19179,"Wapello County, Iowa",35166,35264.99985,,,,,,,,,19078.25557,8921.294954,6651.31995,614.1293783,0,16186.74428,0,0.459003101,,,,,,,,0,0,Small town
19181,"Warren County, Iowa",55205,53483.99987,,127.8714422,0.001947389,5285.150159,,,12728.67734,,,23451.59226,11857.14143,33.56529573,5413.023549,35342.29898,0.101208278,0.660801344,19780,"Des Moines-West Des Moines, IA",,,,,,0,1,Small town
19183,"Washington County, Iowa",22560,22538.99998,,,,,,,,3215.514445,,4800.802061,14016.73603,505.9474433,0,19323.48554,0,0.857335532,26980,"Iowa City, IA",,,,,,0,0,Rural
19185,"Wayne County, Iowa",6557,6518,,,,,,,,,,,,6518,0,6518,0,1,,,,,,,,0,0,Rural
19187,"Webster County, Iowa",36485,36847.99983,,,,,,,,,16930.85377,10070.13758,7100.723734,2746.284741,0,19917.14605,0,0.540521769,,,,,,,,0,0,Rural
19189,"Winnebago County, Iowa",10571,10648,,,,,,,,,,,76.19918451,10571.80082,0,10648,0,1,,,,,,,,0,0,Rural
19191,"Winneshiek County, Iowa",19815,19971.99989,,,,,,,,,3140.422266,6033.049361,6215.574116,4582.954149,0,16831.57763,0,0.842758748,,,,,,,,0,0,Rural
19193,"Woodbury County, Iowa",105951,105759.9994,,,76282.99275,,5061.03595,,,,,13324.42414,9033.675522,2057.871063,81344.0287,24415.97073,0.769137946,0.230862054,43580,"Sioux City, IA-NE-SD","Sioux City city, Iowa",85727,1,0,0,0,0,Small urban
19195,"Worth County, Iowa",7297,7380.000001,,,,,,,,,,,3388.519619,3991.480381,0,7380.000001,0,1,,,,,,,,0,0,Rural
19197,"Wright County, Iowa",12656,12817,,,,,,,,,,,407.8028705,12409.19713,0,12817,0,1,,,,,,,,0,0,Rural
20001,"Allen County, Kansas",12412,12490.99999,,,,,,,,,2621.805435,4549.656241,4443.099286,876.4390299,0,9869.194557,0,0.79010444,,,,,,,,0,0,Rural
20003,"Anderson County, Kansas",7838,7819,,,,,,,,,,,235.0892963,7583.910704,0,7819,0,1,,,,,,,,0,0,Rural
20005,"Atchison County, Kansas",16016,16211,,,,,,,,5544.930978,,5381.011544,3977.021057,1308.036418,0,10666.06902,0,0.657952564,,,,,,,,0,0,Rural
20007,"Barber County, Kansas",4071,4153,,,,,,,,,,,,4153,0,4153,0,1,,,,,,,,0,0,Rural
20009,"Barton County, Kansas",24899,25274.99998,,,,,,,,,10978.29701,4233.961612,7534.08108,2528.660275,0,14296.70297,0,0.565646013,,,,,,,,0,0,Rural
20011,"Bourbon County, Kansas",14408,14383.99998,,,,,,,,,5276.882294,3678.303595,2640.912491,2787.901601,0,9107.117687,0,0.63314222,,,,,,,,0,0,Rural
20013,"Brown County, Kansas",9250,9415,,,,,,,,,,,1317.376763,8097.623237,0,9415,0,1,,,,,,,,0,0,Rural
20015,"Butler County, Kansas",68632,67915.99941,0.213243495,,,12012.67553,,,5781.732289,9710.918671,,21033.53828,17715.9574,1660.963987,12012.88877,40410.45967,0.176878628,0.595006479,48620,"Wichita, KS",,,,,,1,0,Small town
20017,"Chase County, Kansas",2579,2579,,,,,,,,,,,269.6228132,2309.377187,0,2579,0,1,,,,,,,,0,0,Rural
20019,"Chautauqua County, Kansas",3347,3369.999998,,,,,,,,,,,,3369.999998,0,3369.999998,0,1,,,,,,,,0,0,Rural
20021,"Cherokee County, Kansas",19054,19236,,,,,,,,,,4674.589314,14323.60099,237.8096948,0,19236,0,1,27900,"Joplin, MO-KS",,,,,,0,0,Rural
20023,"Cheyenne County, Kansas",2636,2628,,,,,,,,,,,,2628,0,2628,0,1,,,,,,,,0,0,Rural
20025,"Clark County, Kansas",1847,1987,,,,,,,,,,,,1987,0,1987,0,1,,,,,,,,0,0,Rural
20027,"Clay County, Kansas",8007,8070.999994,,,,,,,,1386.954451,,3195.136608,2778.104556,710.8043796,0,6684.045544,0,0.828155811,,,,,,,,0,0,Rural
20029,"Cloud County, Kansas",8854,8972.999984,,,,,,,,,3457.067475,2046.347904,1324.683586,2144.90102,0,5515.932509,0,0.614725568,,,,,,,,0,0,Rural
20031,"Coffey County, Kansas",8251,8304,,,,,,,,,,,19.22791551,8284.772084,0,8304,0,1,,,,,,,,0,0,Rural
20033,"Comanche County, Kansas",1655,1685,,,,,,,,,,,,1685,0,1685,0,1,,,,,,,,0,0,Rural
20035,"Cowley County, Kansas",34157,34486.99988,,,,,,,,13703.18471,,11230.97614,7510.612787,2042.226256,0,20783.81518,0,0.602656515,,,,,,,,0,0,Rural
20037,"Crawford County, Kansas",38764,38962.99994,,,,,,,,17475.831,,8832.875402,10568.20399,2086.089543,0,21487.16894,0,0.551476246,,,,,,,,0,0,Rural
20039,"Decatur County, Kansas",2712,2746,,,,,,,,,,,,2746,0,2746,0,1,,,,,,,,0,0,Rural
20041,"Dickinson County, Kansas",18445,18423,,,,,,,,3976.244718,,3863.283953,6514.03804,4069.433291,0,14446.75528,0,0.784169532,,,,,,,,0,0,Rural
20043,"Doniphan County, Kansas",7493,7492.000003,,,9.49E-05,,,289.1556954,,,,2869.04003,4332.184125,1.620058088,289.1557903,7202.844213,0.038595274,0.961404726,41140,"St. Joseph, MO-KS",,,,,,0,0,Rural
20045,"Douglas County, Kansas",120553,119546.9995,,,84405.11802,,,919.6906554,3552.439205,,,18568.62488,12101.12677,,85324.80868,30669.75165,0.713734423,0.25654974,29940,"Lawrence, KS","Lawrence city, Kansas",96207,1,0,0,0,0,Small urban
20047,"Edwards County, Kansas",2733,2817,,,,,,,,,,,,2817,0,2817,0,1,,,,,,,,0,0,Rural
20049,"Elk County, Kansas",2467,2464,,,,,,,,,,,,2464,0,2464,0,1,,,,,,,,0,0,Rural
20051,"Ellis County, Kansas",28810,28869.99998,,,,,,,,,17668.33489,4959.949019,3228.160605,3013.555463,0,11201.66509,0,0.38800364,,,,,,,,0,0,Small town
20053,"Ellsworth County, Kansas",6357,6366,,,,,,,,,,,,6366,0,6366,0,1,,,,,,,,0,0,Rural
20055,"Finney County, Kansas",37466,38000.99989,,,,,,,,,25426.36906,6254.405198,5351.19261,969.0330197,0,12574.63083,0,0.330902631,,,,,,,,0,0,Small town
20057,"Ford County, Kansas",33980,34132.99981,,,,,,,,,17923.49662,10596.32494,3468.701525,2144.476727,0,16209.50319,0,0.474892429,,,,,,,,0,0,Small town
20059,"Franklin County, Kansas",26125,25993.99933,,,,,,,,7454.690889,,6026.044907,10746.72475,1766.538781,0,18539.30844,0,0.713214931,,,,,,,,0,0,Rural
20061,"Geary County, Kansas",35047,35894.99995,,,,,,,23007.799,,,9141.577583,3745.623362,,0,12887.20095,0,0.359024961,31740,"Manhattan, KS",,,,,,0,0,Small town
20063,"Gove County, Kansas",2735,2796,,,,,,,,,,,,2796,0,2796,0,1,,,,,,,,0,0,Rural
20065,"Graham County, Kansas",2376,2406,,,,,,,,,,,,2406,0,2406,0,1,,,,,,,,0,0,Rural
